Name,Commentario,Indicadores Presidencia,Operativo Anual,Operativo Diario,Operativo Fin de Semana y Semanal,Operativo Mensual,Tendencia Firme / No Firme,Ventas por Tienda y Division,Ventas Presidencia,Ventas Restaurantes,Ventas Viajes Palacio
07/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
08/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
09/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
10/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
11/11/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
12/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
13/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
14/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
15/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
16/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
17/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
18/11/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
19/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
20/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
21/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
22/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
23/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
24/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
25/11/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
26/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
27/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
28/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
29/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
30/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
01/10/24,,OK,N/A,OK,N/A,OK,OK,OK,OK,OK,OK
02/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
03/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
04/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
05/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
06/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
07/10/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
08/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
09/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
10/10/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
11/10/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Durango, Tienda Santa Fe y Tienda Interlomas y 3% entre ECC y PDTA en Casa Palacio Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
12/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
13/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
14/10/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
15/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
16/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
17/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
18/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
19/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
20/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
21/10/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
22/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
23/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
24/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
25/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
26/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
27/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
28/10/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
29/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
30/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
31/10/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
01/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
02/09/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
03/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
04/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
05/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
06/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
07/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
08/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
09/09/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
10/09/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán y 10% entre ECC y PDTA en Casa Palacio Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
11/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
12/09/24,"Se presenta una diferencia del 2% entre ECC y PDTA en Tienda Durango y 23% entre ECC y PDTA en Casa Palacio Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
13/09/24,"Se presenta una diferencia del 4% entre ECC y PDTA en Tienda Durango y 11% entre ECC y PDTA en Tienda Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
14/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
15/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
16/09/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
17/09/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
18/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
19/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
20/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
21/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
22/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
23/09/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
24/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
25/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
26/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
27/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
28/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
29/09/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
30/09/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
01/08/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacan y 2 % entre ECC y PDTA en Tienda Interlomas. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,OK,OK,OK,OK,OK,OK
02/08/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
03/08/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
04/08/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
05/08/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
06/08/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
07/08/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
08/08/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
09/08/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
10/08/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
11/08/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
12/08/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
13/08/24,"No se llevó a cabo la cadena productiva debido a problemas con la red interna de Palacio, situación que queda fuera del control del equipo de XAL. El equipo se mantiene pendiente para la reactivación de la cadena productiva.",NO,N/A,NO,N/A,N/A,NO,NO,NO,NO,NO
14/08/24,"No se llevó a cabo la cadena productiva debido a problemas con la red interna de Palacio, situación que queda fuera del control del equipo de XAL. El equipo se mantiene pendiente para la reactivación de la cadena productiva.",NO,N/A,NO,N/A,N/A,NO,NO,NO,NO,NO
15/08/24,"No se llevó a cabo la cadena productiva debido a problemas con la red interna de Palacio, situación que queda fuera del control del equipo de XAL. El equipo se mantiene pendiente para la reactivación de la cadena productiva.",NO,N/A,NO,N/A,N/A,NO,NO,NO,NO,NO
16/08/24,"No se llevó a cabo la cadena productiva debido a problemas con la red interna de Palacio, situación que queda fuera del control del equipo de XAL. El equipo se mantiene pendiente para la reactivación de la cadena productiva.",NO,N/A,NO,N/A,N/A,NO,NO,NO,NO,NO
17/08/24,"No se llevó a cabo la cadena productiva debido a problemas con la red interna de Palacio, situación que queda fuera del control del equipo de XAL. El equipo se mantiene pendiente para la reactivación de la cadena productiva.",NO,N/A,NO,N/A,N/A,NO,NO,NO,NO,NO
18/08/24,"No se llevó a cabo la cadena productiva debido a problemas con la red interna de Palacio, situación que queda fuera del control del equipo de XAL. El equipo se mantiene pendiente para la reactivación de la cadena productiva.",NO,N/A,NO,N/A,N/A,NO,NO,NO,NO,NO
19/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,OK,OK,OK,OK,OK,OK,OK,OK,NO
20/08/24,"Se realizó la generación de reportes; sin embargo, se identificó una anomalía en la tienda Nueva Coyoacán, donde se presentan ventas negativas tanto en ventas auditadas como en ventas contabilizadas, registrando un monto de -18,788 en ambos casos. Debido a esta situación, se detiene el envío de reportes a los destinatarios finales. Este caso fue identificado posterior al blackout ocurrido en la cadena productiva que se presento por  problemas en la red interna de Palacio. Por ello, el equipo de EPH solicita pausar el envío con el fin de revisar la anomalía directamente desde su fuente de datos (SAP).",NO,N/A,NO,N/A,N/A,NO,NO,NO,NO,NO
21/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,NO
22/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,NO
23/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,NO
24/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,NO
25/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,NO
26/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,NO
27/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,NO
28/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,NO
29/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,NO
30/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,NO
31/08/24,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,NO
01/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Polanco,  Tienda Nuevo Coyoacán y Ventas por Teléfono . Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
02/07/24,"Por información desactualizada, se enviaron dos veces los siguientes reportes: - Tablero de Cifras Control - Reporte de Ventas Boutiques - Reporte Venta Tendencia Firme / No Firme, Ecommerce, Outlet con Plan",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
07/03/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
04/07/24,Se presento una direncia entre ECC y PDTA en Tienda Santa Fe por lo cual se detuvo el envió de reportes,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
05/07/24,"Se presenta una diferencia del 4% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
06/07/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
07/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Durango. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
08/07/24,"Se presenta una diferencia del 2% entre ECC y PDTA en Tienda Durango y 1% entre ECC y PDTA en Tienda Nuevo Coyoacan . Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
09/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Casa Palacio Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
10/07/24,Los siguientes Reportes se enviaron 2 veces porque no traían información actualizada:  Tablero de Cifras Control y Ventas Boutiques,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
11/07/24,"Se presento un error en el envío de reportes esto derivado a que el correo de analiticosbi@ph.com.mx presentara una saturación en su almacenamiento, el cual se procedió ha eliminar correos que correspondan a las siguientes notificaciones.  * BI 2.0 notificación: Proceso iniciado Ventas por hora * BI 2.0 notificación: Reportes por generar de Ventas por hora",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
12/07/24,"Se presenta una diferencia del 2% entre ECC y PDTA en Casa Palacio Antara. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
13/07/24,Se presentó incidencia con vpn y data stage el cual fue solventado aproximadamente a las 12:50Se presentó incidencia con vpn y data stage el cual fue solventado aproximadamente a las 12:50,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
14/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
15/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en la tienda Nuevo. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
16/07/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
17/07/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
18/07/24,"Se presenta una diferencia del -1% entre ECC y PDTA en Ventas por Internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
19/07/24,"Se presenta una diferencia del -1% entre ECC y PDTA en Ventas por Internet y 1% entre ECC y PDTA Tienda Monterrey en . Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
20/07/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
21/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
22/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Durango y Tienda Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
23/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
24/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
25/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán. y Tienda Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
26/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán, 45% entre ECC y PDTA en Casa Palacio Antara y 50% entre ECC y PDTA en Ventas por Internet . Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
27/07/24,"Se presenta una diferencia del 3% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
28/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
29/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán. y Tienda Polanco, 3% entre ECC y PDTA en Tienda Durango  y 2% entre ECC y PDTA en Tienda Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
30/07/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Durango y -6% entre ECC y PDTA en Casa Palacio Antara. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
31/07/24,"Se presenta una diferencia del -1% entre ECC y PDTA en Ventas por Internet . Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
01/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Durango y 2 % entre ECC y PDTA en Tienda Interlomas. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
02/06/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
03/06/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
04/06/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
05/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacan y Casa Palacio Antara. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
06/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Ventas por Teléfono y Ventas por Internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
07/06/24,"Se presenta una diferencia del 2% entre ECC y PDTA en Tienda Santa Fe y Ventas por Internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
08/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacan,  20% entre ECC y PDTA en Casa Palacio Santa Fe y 40% entre ECC y PDTA en Ventas por Teléfono. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
09/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Durango,  1% entre ECC y PDTA en Tienda Santa Fe y 30% entre ECC y PDTA en Ventas por Teléfono. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
10/06/24,"Se presenta una diferencia del 66% entre ECC y PDTA en Ventas por Teléfono. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
11/06/24,"Se presenta una diferencia del 4% entre ECC y PDTA en Tienda Nuevo Coyoacán y -1% entre ECC y PDTA en Ventas por Teléfono. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
12/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
13/06/24,"Se reporto falla en la conexion con Tableau, los reportes de Viajes Ingreso salio con fecha incorrecta, los reportes que se emiterion ecommercePPTO, Restaurante y Terrazas, boutiques y ventas presidencia llegaron bien.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
14/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Perisur y 6% entre ECC y PDTA en Casa Palacio Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
15/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
16/06/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
17/06/24,"Se presenta una diferencia del 176% entre ECC y PDTA en Casa Palacio Antara. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa. ﻿Se presento un error en un paso de ﻿itemdefinition, el equipo realizo una nueva ejecución para su ejecución correcta de dicho paso, el cual genero un atraso con entrega estimada a las 7:30",OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
18/06/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
19/06/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
20/06/24,"Se presenta una diferencia del 4% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
21/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Polanco, 84% entre ECC y PDTA en Casa Palacio Antara, 101% entre ECC y PDTA en. Casa Palacio Santa Fe y 1% entre ECC y PDTA en Venta por Internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
22/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacán y Ventas por Internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
23/06/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
24/06/24,"Se presenta una diferencia del 2% entre ECC y PDTA en Tienda Nuevo Coyoacán y Tienda Durango. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
25/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Durango. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
26/06/24,"Se presenta una diferencia del 2% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
